taxi_zone,zone_name,attraction_place_id,index,attraction_name,category,price,isFree,description,attraction_latitude,attraction_longitude,attraction_vicinity,attraction_rating,user_ratings_total,attraction_phone_number,attraction_website,opening_hours,price_level,types,international_phone_number,url,icon,formatted_hours,popular_times,time_spent,current_popularity
211,SoHo,ChIJmYlexo1ZwokR1dEp7vEvIYM,134,The Museum of Interesting Things Secret Speakeasy,cultural,10,FALSE,"A hidden gem in Manhattan, this quirky museum offers a nostalgic journey through vintage artifacts and interactive exhibits. Its secret speakeasy events feature music, films, and hands-on experiences, creating a unique and fun atmosphere.",40.726449,-74.001798,"177 Prince Street, New York",4.5,23,(212) 274-8757,http://www.museumofinterestingthings.org/,,,"['museum', 'point_of_interest']",+1 212-274-8757,https://maps.google.com/?cid=9448886209329353173,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,"0: 09:00 - 00:00, 1: 09:00 - 00:00, 2: 09:00 - 00:00, 3: 09:00 - 00:00, 4: 09:00 - 00:00, 5: 09:00 - 00:00, 6: 09:00 - 00:00",[],"[None, None]",
224,Stuy Town/Peter Cooper Village,ChIJD_QC33JZwokRiKjAP-mZ4dU,135,Stuyvesant Cove Park,natural,0,TRUE,"A waterfront park on the East River, offering green space, native plant gardens, and educational programs. It's a tranquil spot for relaxation, with scenic views and a focus on sustainability and environmental education.",40.7346073,-73.9743895,"24-20 Fdr Drive Service Road East, New York",4.6,89,(646) 576-5664,http://solar1.org/,"['Monday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u200910:00\u202fPM']",,"['park', 'point_of_interest']",+1 646-576-5664,https://maps.google.com/?cid=15411768626914568328,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,"0: 07:00 - 22:00, 1: 07:00 - 22:00, 2: 07:00 - 22:00, 3: 07:00 - 22:00, 4: 07:00 - 22:00, 5: 07:00 - 22:00, 6: 07:00 - 22:00","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 20, 6, 0, 0, 0, 6, 27, 48, 62, 58, 72, 58, 48, 17, 3, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 13, 20, 20, 41, 44, 37, 13, 10, 6, 6, 10, 24, 44, 79, 55, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 13, 41, 79, 79, 65, 62, 55, 58, 27, 24, 31, 41, 24, 13, 3, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 65, 93, 68, 62, 37, 51, 48, 72, 51, 24, 10, 3, 10, 20, 24, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 41, 68, 41, 34, 20, 27, 55, 41, 20, 24, 51, 100, 96, 55, 31, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 34, 13, 3, 0, 6, 20, 51, 58, 65, 62, 55, 37, 44, 20, 10, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 17, 34, 68, 37, 24, 3, 3, 3, 10, 13, 6, 6, 13, 27, 27, 0, 0]}]","[None, None]",2
224,Stuy Town/Peter Cooper Village,ChIJhbxT93ZZwokRGHRmciZAxog,136,Joseph C. Sauer Park,natural,0,TRUE,"A small community park in the East Village, providing playgrounds, sports courts, and green space. It's a popular spot for families and locals to gather, play, and enjoy outdoor activities in a vibrant urban setting.",40.7281341,-73.9796053,"532 East 12th Street, New York",4.1,60,(212) 639-9675,https://www.nycgovparks.org/parks/joseph-c-sauer-park/,,,"['park', 'point_of_interest']",+1 212-639-9675,https://maps.google.com/?cid=9855635368419161112,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,"0: 09:00 - 00:00, 1: 09:00 - 00:00, 2: 09:00 - 00:00, 3: 09:00 - 00:00, 4: 09:00 - 00:00, 5: 09:00 - 00:00, 6: 09:00 - 00:00","[{'name': 'Monday', 'data': [0, 1, 5, 1, 3, 3, 1, 0, 1, 7, 9, 14, 14, 21, 38, 32, 29, 12, 7, 7, 10, 5, 3, 3]}, {'name': 'Tuesday', 'data': [3, 0, 1, 1, 14, 10, 20, 18, 30, 32, 29, 10, 7, 18, 34, 54, 40, 20, 3, 1, 5, 1, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 3, 7, 3, 3, 7, 7, 7, 10, 14, 16, 21, 12, 7, 10, 16, 25, 16, 7, 3, 7, 14, 12]}, {'name': 'Thursday', 'data': [7, 1, 1, 5, 0, 1, 5, 10, 14, 16, 18, 18, 25, 20, 23, 23, 27, 14, 14, 9, 7, 7, 3, 1]}, {'name': 'Friday', 'data': [1, 0, 0, 0, 9, 9, 3, 3, 3, 9, 7, 5, 7, 14, 23, 25, 18, 14, 10, 9, 14, 9, 3, 0]}, {'name': 'Saturday', 'data': [0, 0, 1, 3, 9, 14, 36, 50, 89, 100, 70, 40, 21, 23, 32, 40, 40, 30, 18, 9, 5, 7, 3, 1]}, {'name': 'Sunday', 'data': [0, 0, 1, 5, 1, 3, 7, 3, 3, 10, 14, 27, 36, 49, 43, 49, 45, 45, 30, 20, 9, 3, 0, 0]}]","[None, None]",12
224,Stuy Town/Peter Cooper Village,ChIJz-TGur5ZwokRtApsf-rNilY,137,Beastie Boys Obey,arts,0,TRUE,"A mural in the East Village honoring the iconic hip-hop group, the Beastie Boys. Created by artist Shepard Fairey, it celebrates the band's influence on music and culture, making it a must-see for fans and street art enthusiasts.",40.7304265,-73.980365,"Avenue A &, East 14th Street, New York",5,1,,,,,['point_of_interest'],,https://maps.google.com/?cid=6236023041091701428,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 09:00 - 00:00, 1: 09:00 - 00:00, 2: 09:00 - 00:00, 3: 09:00 - 00:00, 4: 09:00 - 00:00, 5: 09:00 - 00:00, 6: 09:00 - 00:00",[],"[None, None]",
229,Sutton Place/Turtle Bay North,ChIJy4WYbOZYwokRe0QhJpPbdrg,138,Tramway Plaza,natural,0,TRUE,"The Manhattan terminal for the Roosevelt Island Tramway. This small plaza offers access to the tram, which provides stunning aerial views of the East River and Manhattan skyline, making it a popular transit option and tourist attraction.",40.7609038,-73.9644024,"254 East 60th Street, New York",4.6,8853,(212) 639-9675,https://www.nycgovparks.org/parks/tramway-plaza/,"['Monday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Tuesday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Wednesday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Thursday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 6:00\u202fAM\u2009–\u20091:00\u202fAM']",,"['park', 'point_of_interest']",+1 212-639-9675,https://maps.google.com/?cid=13292052775276987515,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,"0: 06:00 - 01:00, 1: 06:00 - 01:00, 2: 06:00 - 01:00, 3: 06:00 - 01:00, 4: 06:00 - 01:00, 5: 06:00 - 01:00, 6: 06:00 - 01:00","[{'name': 'Monday', 'data': [13, 0, 0, 0, 0, 0, 19, 26, 37, 48, 58, 67, 74, 79, 82, 82, 81, 78, 69, 55, 43, 33, 27, 21]}, {'name': 'Tuesday', 'data': [14, 0, 0, 0, 0, 0, 18, 25, 35, 44, 56, 65, 72, 75, 77, 78, 77, 74, 68, 57, 46, 38, 32, 25]}, {'name': 'Wednesday', 'data': [16, 0, 0, 0, 0, 0, 17, 27, 37, 48, 59, 67, 72, 74, 75, 74, 74, 73, 67, 56, 46, 38, 32, 25]}, {'name': 'Thursday', 'data': [16, 0, 0, 0, 0, 0, 18, 26, 36, 47, 58, 65, 71, 73, 77, 78, 81, 78, 69, 56, 45, 38, 33, 30]}, {'name': 'Friday', 'data': [22, 0, 0, 0, 0, 0, 17, 25, 37, 50, 64, 74, 78, 80, 83, 85, 84, 81, 72, 60, 49, 45, 41, 37]}, {'name': 'Saturday', 'data': [27, 0, 0, 0, 0, 0, 12, 16, 23, 32, 44, 56, 67, 75, 82, 86, 86, 78, 68, 55, 44, 35, 30, 24]}, {'name': 'Sunday', 'data': [17, 0, 0, 0, 0, 0, 7, 11, 18, 29, 44, 59, 72, 84, 93, 99, 100, 91, 77, 60, 46, 35, 27, 19]}]","[25, 25]",19
229,Sutton Place/Turtle Bay North,ChIJGaiaEONYwokR68EFhU8zSNc,139,Greenacre Park,natural,0,TRUE,"A hidden oasis in Midtown Manhattan, featuring a waterfall, lush plantings, and seating areas. This pocket park offers a peaceful retreat from the city's hustle and bustle, perfect for a quiet lunch or relaxing break.",40.7562408,-73.9692841,"217 East 51st Street, New York",4.8,1195,(212) 838-0528,http://greenacrepark.org/,"['Monday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20096:00\u202fPM']",,"['park', 'point_of_interest']",+1 212-838-0528,https://maps.google.com/?cid=15512705333104853483,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,"0: 08:00 - 18:00, 1: 08:00 - 18:00, 2: 08:00 - 18:00, 3: 08:00 - 18:00, 4: 08:00 - 18:00, 5: 08:00 - 18:00, 6: 08:00 - 18:00",[],"[45, 45]",
229,Sutton Place/Turtle Bay North,ChIJi-vy_OBYwokRQSBj116BYNs,140,Sutton Place Park South,natural,0,TRUE,"A serene riverside park on the East River, offering beautiful views and green space. It's a peaceful spot for strolling, picnicking, or simply enjoying the riverfront scenery away from the busy city streets.",40.7550982,-73.9621787,"Sutton Place South, New York",4.5,236,(212) 639-9675,https://www.nycgovparks.org/parks/sutton-place-park,"['Monday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20099:00\u202fPM']",,"['park', 'point_of_interest']",+1 212-639-9675,https://maps.google.com/?cid=15807776936410947649,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,"0: 09:00 - 21:00, 1: 09:00 - 21:00, 2: 09:00 - 21:00, 3: 09:00 - 21:00, 4: 09:00 - 21:00, 5: 09:00 - 21:00, 6: 09:00 - 21:00","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 55, 59, 52, 59, 68, 86, 74, 70, 67, 64, 58, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 43, 49, 62, 80, 100, 95, 89, 81, 67, 62, 39, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 58, 74, 91, 91, 78, 64, 48, 43, 36, 32, 25, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 64, 71, 81, 81, 74, 72, 64, 47, 41, 35, 36, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 47, 49, 57, 55, 55, 57, 56, 58, 51, 52, 47, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 27, 34, 35, 55, 55, 59, 50, 41, 20, 9, 4, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 26, 35, 43, 56, 77, 87, 88, 83, 74, 50, 24, 0, 0, 0]}]","[45, 45]",
230,Times Sq/Theatre District,ChIJmQJIxlVYwokRLgeuocVOGVU,141,Times Square,cultural,0,TRUE,"Known as ""The Crossroads of the World,"" Times Square is a vibrant hub of entertainment, shopping, and dining. Famous for its bright lights, Broadway theaters, and bustling atmosphere, it's an iconic destination in New York City.",40.7579747,-73.9855426,Manhattan,4.7,213463,,https://www.timessquarenyc.org/,,,['point_of_interest'],,https://maps.google.com/?cid=6132018978369701678,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 09:00 - 00:00, 1: 09:00 - 00:00, 2: 09:00 - 00:00, 3: 09:00 - 00:00, 4: 09:00 - 00:00, 5: 09:00 - 00:00, 6: 09:00 - 00:00","[{'name': 'Monday', 'data': [22, 11, 6, 4, 4, 4, 6, 9, 13, 19, 25, 31, 35, 37, 39, 41, 44, 47, 52, 57, 59, 56, 47, 34]}, {'name': 'Tuesday', 'data': [19, 10, 5, 4, 3, 4, 5, 8, 13, 18, 24, 30, 34, 37, 39, 42, 47, 55, 63, 67, 67, 63, 51, 36]}, {'name': 'Wednesday', 'data': [20, 10, 5, 3, 3, 4, 5, 8, 13, 20, 28, 36, 42, 46, 47, 50, 53, 57, 61, 64, 64, 61, 50, 36]}, {'name': 'Thursday', 'data': [19, 9, 4, 3, 3, 4, 5, 8, 13, 20, 27, 33, 38, 41, 44, 46, 51, 58, 65, 70, 72, 68, 56, 39]}, {'name': 'Friday', 'data': [21, 11, 5, 4, 4, 4, 6, 9, 14, 21, 29, 36, 41, 45, 49, 54, 60, 68, 77, 85, 90, 89, 79, 60]}, {'name': 'Saturday', 'data': [35, 18, 9, 6, 5, 4, 5, 8, 13, 22, 33, 45, 55, 63, 68, 73, 79, 84, 90, 97, 100, 96, 84, 65]}, {'name': 'Sunday', 'data': [38, 20, 10, 6, 4, 4, 5, 7, 12, 20, 29, 39, 48, 56, 63, 68, 73, 76, 78, 80, 78, 70, 56, 39]}]","[None, None]",58
230,Times Sq/Theatre District,ChIJHfPuClZYwokRP2wzLQjhuEI,142,M&M'S New York,shopping and dining,0,TRUE,"A colorful, multi-level store in Times Square dedicated to the famous candy. It offers a wide variety of M&M's products, personalized items, and interactive experiences, making it a fun destination for candy lovers of all ages.",40.7601775,-73.9843631,"1600 Broadway, New York",4.4,36056,(212) 295-3857,https://www.mms.com/en-us,"['Monday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u200912:00\u202fAM']",2,"['store', 'point_of_interest', 'food']",+1 212-295-3857,https://maps.google.com/?cid=4807840027452337215,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,"0: 10:00 - 00:00, 1: 10:00 - 00:00, 2: 10:00 - 00:00, 3: 10:00 - 00:00, 4: 09:00 - 00:00, 5: 09:00 - 00:00, 6: 09:00 - 00:00","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 44, 48, 51, 55, 57, 58, 59, 58, 57, 52, 44, 32, 17]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 44, 47, 49, 52, 57, 60, 61, 59, 55, 51, 44, 32, 17]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 45, 51, 53, 54, 58, 63, 66, 63, 57, 50, 42, 31, 16]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 47, 54, 57, 60, 64, 68, 70, 69, 66, 61, 53, 40, 21]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 42, 52, 58, 62, 68, 74, 80, 84, 83, 78, 73, 62, 47, 26]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 53, 66, 73, 78, 83, 91, 98, 100, 96, 91, 84, 71, 52, 28]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 45, 59, 68, 74, 75, 77, 80, 82, 81, 75, 68, 56, 39, 21]}]","[30, 30]",60
231,TriBeCa/Civic Center,ChIJM3a4kCFawokRDRxdeYJQgnE,143,African Burial Ground National Monument,cultural,0,TRUE,"A historic site in Lower Manhattan honoring the African men, women, and children buried there in the 17th and 18th centuries. It serves as a memorial and educational center, highlighting the contributions and struggles of African Americans in early New York.",40.714538,-74.0044649,"290 Broadway, New York",4.7,648,(212) 238-4367,http://www.nps.gov/afbg,"['Monday: Closed', 'Tuesday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Sunday: Closed']",,['point_of_interest'],+1 212-238-4367,https://maps.google.com/?cid=8179188394570357773,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,"1: 10:00 - 16:00, 2: 10:00 - 16:00, 3: 10:00 - 16:00, 4: 10:00 - 16:00, 5: 10:00 - 16:00",[],"[None, None]",
231,TriBeCa/Civic Center,ChIJ4zHNix5awokR7eEBmC26WSQ,144,Washington Market Park,natural,0,TRUE,"A family-friendly park in Tribeca featuring playgrounds, gardens, and sports facilities. It hosts community events and provides a green oasis for residents and visitors to enjoy outdoor activities in a vibrant neighborhood.",40.7169743,-74.011467,"199 Chambers Street, New York",4.5,520,(212) 639-9675,http://www.washingtonmarketpark.org/,"['Monday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20097:00\u202fPM']",,"['park', 'point_of_interest']",+1 212-639-9675,https://maps.google.com/?cid=2619329363279208941,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,"0: 07:00 - 19:00, 1: 07:00 - 19:00, 2: 07:00 - 19:00, 3: 07:00 - 19:00, 4: 07:00 - 19:00, 5: 07:00 - 19:00, 6: 07:00 - 19:00","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 8, 16, 29, 39, 51, 55, 65, 71, 79, 75, 55, 36, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 11, 27, 36, 45, 51, 53, 66, 80, 100, 91, 66, 35, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 11, 21, 28, 38, 45, 60, 70, 75, 71, 61, 41, 25, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 11, 16, 25, 28, 32, 43, 55, 69, 75, 65, 47, 28, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 9, 13, 22, 29, 30, 35, 42, 59, 71, 63, 47, 30, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 8, 17, 28, 41, 46, 46, 42, 44, 36, 33, 31, 27, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 5, 10, 15, 23, 28, 28, 24, 30, 33, 40, 39, 33, 0, 0, 0, 0, 0]}]","[90, 90]",39
231,TriBeCa/Civic Center,ChIJ0ZCpuItZwokRZoTuCB9Vjtg,145,Artists Space,arts,0,TRUE,"A contemporary art gallery in SoHo supporting emerging and experimental artists. It hosts exhibitions, performances, and public programs, fostering creative innovation and critical dialogue within the art community.",40.7177237,-74.0023145,"11 Cortlandt Alley, New York",4.6,55,(212) 226-3970,http://www.artistsspace.org/,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 12:00\u2009–\u20096:00\u202fPM', 'Thursday: 12:00\u2009–\u20096:00\u202fPM', 'Friday: 12:00\u2009–\u20096:00\u202fPM', 'Saturday: 12:00\u2009–\u20096:00\u202fPM', 'Sunday: Closed']",,"['art_gallery', 'museum', 'point_of_interest']",+1 212-226-3970,https://maps.google.com/?cid=15604503350667543654,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"2: 12:00 - 18:00, 3: 12:00 - 18:00, 4: 12:00 - 18:00, 5: 12:00 - 18:00, 6: 12:00 - 18:00",[],"[None, None]",
239,Upper West Side South,ChIJEdN5k4lYwokRuNPGGOZUwOQ,146,Beacon Theatre,cultural,50,FALSE,"A historic theater on the Upper West Side, renowned for its beautiful architecture and acoustics. It hosts concerts, comedy shows, and events, featuring top performers and providing an intimate and memorable entertainment experience.",40.7805136,-73.9810847,"2124 Broadway, New York",4.7,6056,(212) 465-6225,https://www.msg.com/beacon-theatre/,"['Monday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: Closed']",3,['point_of_interest'],+1 212-465-6225,https://maps.google.com/?cid=16483267983410910136,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 10:00 - 18:00, 1: 10:00 - 18:00, 2: 10:00 - 18:00, 3: 10:00 - 18:00, 4: 10:00 - 18:00, 5: 10:00 - 18:00",[],"[None, None]",
239,Upper West Side South,ChIJm-V6LoZYwokRcCjwircmGxY,147,Zabar's,shopping and dining,0,TRUE,"An iconic gourmet market on the Upper West Side, famous for its deli, cheese, and smoked fish. It's a beloved New York institution offering high-quality foods and a quintessential NYC shopping experience for locals and visitors alike.",40.784759,-73.9796504,"2245 Broadway, New York",4.5,5777,(212) 787-2000,http://www.zabars.com/,"['Monday: 8:00\u202fAM\u2009–\u20097:30\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20097:30\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20097:30\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20097:30\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20097:30\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20097:30\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20096:00\u202fPM']",2,"['cafe', 'grocery_or_supermarket', 'store', 'point_of_interest', 'food']",+1 212-787-2000,https://maps.google.com/?cid=1592909462957467760,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,"0: 08:00 - 19:30, 1: 08:00 - 19:30, 2: 08:00 - 19:30, 3: 08:00 - 19:30, 4: 08:00 - 19:30, 5: 08:00 - 19:30, 6: 09:00 - 18:00","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 37, 51, 65, 75, 82, 85, 84, 82, 77, 71, 58, 37, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 36, 50, 61, 71, 77, 79, 77, 71, 68, 61, 49, 32, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 35, 48, 60, 67, 73, 74, 75, 73, 69, 60, 46, 30, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 40, 54, 65, 72, 78, 80, 78, 75, 72, 65, 51, 32, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 45, 61, 76, 86, 94, 98, 100, 98, 95, 82, 64, 39, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 32, 49, 68, 78, 85, 87, 89, 89, 85, 76, 61, 38, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 55, 72, 85, 94, 97, 95, 86, 69, 0, 0, 0, 0, 0, 0]}]","[25, 25]",67
