index,taxi_zone,zone_name,attraction_place_id,attraction_name,attraction_latitude,attraction_longitude,attraction_vicinity,attraction_rating,user_ratings_total,attraction_phone_number,attraction_website,opening_hours,price_level,types,international_phone_number,url,icon,formatted_hours,category,description,Price,isFree,popular_times,time_spent,current_popularity
136,224,Stuy Town/Peter Cooper Village,ChIJhbxT93ZZwokRGHRmciZAxog,Joseph C. Sauer Park,40.7281341,-73.9796053,"532 East 12th Street, New York",4.1,60.0,(212) 639-9675,https://www.nycgovparks.org/parks/joseph-c-sauer-park/,,,"['park', 'point_of_interest']",+1 212-639-9675,https://maps.google.com/?cid=9855635368419161112,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,"0: 09:00 - 00:00, 1: 09:00 - 00:00, 2: 09:00 - 00:00, 3: 09:00 - 00:00, 4: 09:00 - 00:00, 5: 09:00 - 00:00, 6: 09:00 - 00:00",natural,"Joseph C. Sauer Park is a beautiful natural attraction, perfect for enjoying the outdoors.",,True,"[{'name': 'Monday', 'data': [0, 1, 5, 1, 3, 3, 1, 0, 1, 7, 9, 14, 14, 21, 38, 32, 29, 12, 7, 7, 10, 5, 3, 3]}, {'name': 'Tuesday', 'data': [3, 0, 1, 1, 14, 10, 20, 18, 30, 32, 29, 10, 7, 18, 34, 54, 40, 20, 3, 1, 5, 1, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 3, 7, 3, 3, 7, 7, 7, 10, 14, 16, 21, 12, 7, 10, 16, 25, 16, 7, 3, 7, 14, 12]}, {'name': 'Thursday', 'data': [7, 1, 1, 5, 0, 1, 5, 10, 14, 16, 18, 18, 25, 20, 23, 23, 27, 14, 14, 9, 7, 7, 3, 1]}, {'name': 'Friday', 'data': [1, 0, 0, 0, 9, 9, 3, 3, 3, 9, 7, 5, 7, 14, 23, 25, 18, 14, 10, 9, 14, 9, 3, 0]}, {'name': 'Saturday', 'data': [0, 0, 1, 3, 9, 14, 36, 50, 89, 100, 70, 40, 21, 23, 32, 40, 40, 30, 18, 9, 5, 7, 3, 1]}, {'name': 'Sunday', 'data': [0, 0, 1, 5, 1, 3, 7, 3, 3, 10, 14, 27, 36, 49, 43, 49, 45, 45, 30, 20, 9, 3, 0, 0]}]","[None, None]",12.0
137,224,Stuy Town/Peter Cooper Village,ChIJz-TGur5ZwokRtApsf-rNilY,Beastie Boys Obey,40.7304265,-73.98036499999999,"Avenue A &, East 14th Street, New York",5.0,1.0,,,,,['point_of_interest'],,https://maps.google.com/?cid=6236023041091701428,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 09:00 - 00:00, 1: 09:00 - 00:00, 2: 09:00 - 00:00, 3: 09:00 - 00:00, 4: 09:00 - 00:00, 5: 09:00 - 00:00, 6: 09:00 - 00:00",other,Beastie Boys Obey is an interesting place worth visiting for its unique offerings.,,True,[],"[None, None]",
138,229,Sutton Place/Turtle Bay North,ChIJy4WYbOZYwokRe0QhJpPbdrg,Tramway Plaza,40.7609038,-73.9644024,"254 East 60th Street, New York",4.6,8853.0,(212) 639-9675,https://www.nycgovparks.org/parks/tramway-plaza/,"['Monday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Tuesday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Wednesday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Thursday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 6:00\u202fAM\u2009–\u20091:00\u202fAM']",,"['park', 'point_of_interest']",+1 212-639-9675,https://maps.google.com/?cid=13292052775276987515,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,"0: 06:00 - 01:00, 1: 06:00 - 01:00, 2: 06:00 - 01:00, 3: 06:00 - 01:00, 4: 06:00 - 01:00, 5: 06:00 - 01:00, 6: 06:00 - 01:00",natural,"Tramway Plaza is a beautiful natural attraction, perfect for enjoying the outdoors.",,True,"[{'name': 'Monday', 'data': [13, 0, 0, 0, 0, 0, 19, 26, 37, 48, 58, 67, 74, 79, 82, 82, 81, 78, 69, 55, 43, 33, 27, 21]}, {'name': 'Tuesday', 'data': [14, 0, 0, 0, 0, 0, 18, 25, 35, 44, 56, 65, 72, 75, 77, 78, 77, 74, 68, 57, 46, 38, 32, 25]}, {'name': 'Wednesday', 'data': [16, 0, 0, 0, 0, 0, 17, 27, 37, 48, 59, 67, 72, 74, 75, 74, 74, 73, 67, 56, 46, 38, 32, 25]}, {'name': 'Thursday', 'data': [16, 0, 0, 0, 0, 0, 18, 26, 36, 47, 58, 65, 71, 73, 77, 78, 81, 78, 69, 56, 45, 38, 33, 30]}, {'name': 'Friday', 'data': [22, 0, 0, 0, 0, 0, 17, 25, 37, 50, 64, 74, 78, 80, 83, 85, 84, 81, 72, 60, 49, 45, 41, 37]}, {'name': 'Saturday', 'data': [27, 0, 0, 0, 0, 0, 12, 16, 23, 32, 44, 56, 67, 75, 82, 86, 86, 78, 68, 55, 44, 35, 30, 24]}, {'name': 'Sunday', 'data': [17, 0, 0, 0, 0, 0, 7, 11, 18, 29, 44, 59, 72, 84, 93, 99, 100, 91, 77, 60, 46, 35, 27, 19]}]","[25, 25]",19.0
139,229,Sutton Place/Turtle Bay North,ChIJGaiaEONYwokR68EFhU8zSNc,Greenacre Park,40.7562408,-73.9692841,"217 East 51st Street, New York",4.8,1195.0,(212) 838-0528,http://greenacrepark.org/,"['Monday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20096:00\u202fPM']",,"['park', 'point_of_interest']",+1 212-838-0528,https://maps.google.com/?cid=15512705333104853483,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,"0: 08:00 - 18:00, 1: 08:00 - 18:00, 2: 08:00 - 18:00, 3: 08:00 - 18:00, 4: 08:00 - 18:00, 5: 08:00 - 18:00, 6: 08:00 - 18:00",natural,"Greenacre Park is a beautiful natural attraction, perfect for enjoying the outdoors.",,True,[],"[45, 45]",
140,229,Sutton Place/Turtle Bay North,ChIJi-vy_OBYwokRQSBj116BYNs,Sutton Place Park South,40.7550982,-73.9621787,"Sutton Place South, New York",4.5,236.0,(212) 639-9675,https://www.nycgovparks.org/parks/sutton-place-park,"['Monday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20099:00\u202fPM']",,"['park', 'point_of_interest']",+1 212-639-9675,https://maps.google.com/?cid=15807776936410947649,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,"0: 09:00 - 21:00, 1: 09:00 - 21:00, 2: 09:00 - 21:00, 3: 09:00 - 21:00, 4: 09:00 - 21:00, 5: 09:00 - 21:00, 6: 09:00 - 21:00",natural,"Sutton Place Park South is a beautiful natural attraction, perfect for enjoying the outdoors.",,True,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 55, 59, 52, 59, 68, 86, 74, 70, 67, 64, 58, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 43, 49, 62, 80, 100, 95, 89, 81, 67, 62, 39, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 58, 74, 91, 91, 78, 64, 48, 43, 36, 32, 25, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 64, 71, 81, 81, 74, 72, 64, 47, 41, 35, 36, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 47, 49, 57, 55, 55, 57, 56, 58, 51, 52, 47, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 27, 34, 35, 55, 55, 59, 50, 41, 20, 9, 4, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 26, 35, 43, 56, 77, 87, 88, 83, 74, 50, 24, 0, 0, 0]}]","[45, 45]",
141,230,Times Sq/Theatre District,ChIJmQJIxlVYwokRLgeuocVOGVU,Times Square,40.7579747,-73.9855426,Manhattan,4.7,213463.0,,https://www.timessquarenyc.org/,,,['point_of_interest'],,https://maps.google.com/?cid=6132018978369701678,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 09:00 - 00:00, 1: 09:00 - 00:00, 2: 09:00 - 00:00, 3: 09:00 - 00:00, 4: 09:00 - 00:00, 5: 09:00 - 00:00, 6: 09:00 - 00:00",other,Times Square is an interesting place worth visiting for its unique offerings.,,True,"[{'name': 'Monday', 'data': [22, 11, 6, 4, 4, 4, 6, 9, 13, 19, 25, 31, 35, 37, 39, 41, 44, 47, 52, 57, 59, 56, 47, 34]}, {'name': 'Tuesday', 'data': [19, 10, 5, 4, 3, 4, 5, 8, 13, 18, 24, 30, 34, 37, 39, 42, 47, 55, 63, 67, 67, 63, 51, 36]}, {'name': 'Wednesday', 'data': [20, 10, 5, 3, 3, 4, 5, 8, 13, 20, 28, 36, 42, 46, 47, 50, 53, 57, 61, 64, 64, 61, 50, 36]}, {'name': 'Thursday', 'data': [19, 9, 4, 3, 3, 4, 5, 8, 13, 20, 27, 33, 38, 41, 44, 46, 51, 58, 65, 70, 72, 68, 56, 39]}, {'name': 'Friday', 'data': [21, 11, 5, 4, 4, 4, 6, 9, 14, 21, 29, 36, 41, 45, 49, 54, 60, 68, 77, 85, 90, 89, 79, 60]}, {'name': 'Saturday', 'data': [35, 18, 9, 6, 5, 4, 5, 8, 13, 22, 33, 45, 55, 63, 68, 73, 79, 84, 90, 97, 100, 96, 84, 65]}, {'name': 'Sunday', 'data': [38, 20, 10, 6, 4, 4, 5, 7, 12, 20, 29, 39, 48, 56, 63, 68, 73, 76, 78, 80, 78, 70, 56, 39]}]","[None, None]",58.0
142,230,Times Sq/Theatre District,ChIJHfPuClZYwokRP2wzLQjhuEI,M&M'S New York,40.7601775,-73.9843631,"1600 Broadway, New York",4.4,36056.0,(212) 295-3857,https://www.mms.com/en-us,"['Monday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u200912:00\u202fAM']",2.0,"['store', 'point_of_interest', 'food']",+1 212-295-3857,https://maps.google.com/?cid=4807840027452337215,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,"0: 10:00 - 00:00, 1: 10:00 - 00:00, 2: 10:00 - 00:00, 3: 10:00 - 00:00, 4: 09:00 - 00:00, 5: 09:00 - 00:00, 6: 09:00 - 00:00",shopping and dining,"M&M'S New York is a top spot for shopping and dining, offering a variety of stores and eateries.",20.0,False,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 44, 48, 51, 55, 57, 58, 59, 58, 57, 52, 44, 32, 17]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 44, 47, 49, 52, 57, 60, 61, 59, 55, 51, 44, 32, 17]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 45, 51, 53, 54, 58, 63, 66, 63, 57, 50, 42, 31, 16]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 47, 54, 57, 60, 64, 68, 70, 69, 66, 61, 53, 40, 21]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 42, 52, 58, 62, 68, 74, 80, 84, 83, 78, 73, 62, 47, 26]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 53, 66, 73, 78, 83, 91, 98, 100, 96, 91, 84, 71, 52, 28]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 45, 59, 68, 74, 75, 77, 80, 82, 81, 75, 68, 56, 39, 21]}]","[30, 30]",60.0
143,231,TriBeCa/Civic Center,ChIJM3a4kCFawokRDRxdeYJQgnE,African Burial Ground National Monument,40.714538,-74.0044649,"290 Broadway, New York",4.7,648.0,(212) 238-4367,http://www.nps.gov/afbg,"['Monday: Closed', 'Tuesday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Sunday: Closed']",,['point_of_interest'],+1 212-238-4367,https://maps.google.com/?cid=8179188394570357773,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,"1: 10:00 - 16:00, 2: 10:00 - 16:00, 3: 10:00 - 16:00, 4: 10:00 - 16:00, 5: 10:00 - 16:00",other,African Burial Ground National Monument is an interesting place worth visiting for its unique offerings.,,True,[],"[None, None]",
144,231,TriBeCa/Civic Center,ChIJ4zHNix5awokR7eEBmC26WSQ,Washington Market Park,40.7169743,-74.011467,"199 Chambers Street, New York",4.5,520.0,(212) 639-9675,http://www.washingtonmarketpark.org/,"['Monday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20097:00\u202fPM']",,"['park', 'point_of_interest']",+1 212-639-9675,https://maps.google.com/?cid=2619329363279208941,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,"0: 07:00 - 19:00, 1: 07:00 - 19:00, 2: 07:00 - 19:00, 3: 07:00 - 19:00, 4: 07:00 - 19:00, 5: 07:00 - 19:00, 6: 07:00 - 19:00",natural,"Washington Market Park is a beautiful natural attraction, perfect for enjoying the outdoors.",,True,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 8, 16, 29, 39, 51, 55, 65, 71, 79, 75, 55, 36, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 11, 27, 36, 45, 51, 53, 66, 80, 100, 91, 66, 35, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 11, 21, 28, 38, 45, 60, 70, 75, 71, 61, 41, 25, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 11, 16, 25, 28, 32, 43, 55, 69, 75, 65, 47, 28, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 9, 13, 22, 29, 30, 35, 42, 59, 71, 63, 47, 30, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 8, 17, 28, 41, 46, 46, 42, 44, 36, 33, 31, 27, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 5, 10, 15, 23, 28, 28, 24, 30, 33, 40, 39, 33, 0, 0, 0, 0, 0]}]","[90, 90]",39.0
145,231,TriBeCa/Civic Center,ChIJ0ZCpuItZwokRZoTuCB9Vjtg,Artists Space,40.71772370000001,-74.0023145,"11 Cortlandt Alley, New York",4.6,55.0,(212) 226-3970,http://www.artistsspace.org/,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 12:00\u2009–\u20096:00\u202fPM', 'Thursday: 12:00\u2009–\u20096:00\u202fPM', 'Friday: 12:00\u2009–\u20096:00\u202fPM', 'Saturday: 12:00\u2009–\u20096:00\u202fPM', 'Sunday: Closed']",,"['art_gallery', 'museum', 'point_of_interest']",+1 212-226-3970,https://maps.google.com/?cid=15604503350667543654,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,arts,"Artists Space is an artistic haven, showcasing incredible works of art.",,True,[],"[None, None]",
146,239,Upper West Side South,ChIJEdN5k4lYwokRuNPGGOZUwOQ,Beacon Theatre,40.7805136,-73.9810847,"2124 Broadway, New York",4.7,6056.0,(212) 465-6225,https://www.msg.com/beacon-theatre/,"['Monday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: Closed']",3.0,['point_of_interest'],+1 212-465-6225,https://maps.google.com/?cid=16483267983410910136,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 10:00 - 18:00, 1: 10:00 - 18:00, 2: 10:00 - 18:00, 3: 10:00 - 18:00, 4: 10:00 - 18:00, 5: 10:00 - 18:00",other,Beacon Theatre is an interesting place worth visiting for its unique offerings.,30.0,False,[],"[None, None]",
147,239,Upper West Side South,ChIJm-V6LoZYwokRcCjwircmGxY,Zabar's,40.78475900000001,-73.9796504,"2245 Broadway, New York",4.5,5777.0,(212) 787-2000,http://www.zabars.com/,"['Monday: 8:00\u202fAM\u2009–\u20097:30\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20097:30\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20097:30\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20097:30\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20097:30\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20097:30\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20096:00\u202fPM']",2.0,"['cafe', 'grocery_or_supermarket', 'store', 'point_of_interest', 'food']",+1 212-787-2000,https://maps.google.com/?cid=1592909462957467760,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,"0: 08:00 - 19:30, 1: 08:00 - 19:30, 2: 08:00 - 19:30, 3: 08:00 - 19:30, 4: 08:00 - 19:30, 5: 08:00 - 19:30, 6: 09:00 - 18:00",shopping and dining,"Zabar's is a top spot for shopping and dining, offering a variety of stores and eateries.",20.0,False,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 37, 51, 65, 75, 82, 85, 84, 82, 77, 71, 58, 37, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 36, 50, 61, 71, 77, 79, 77, 71, 68, 61, 49, 32, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 35, 48, 60, 67, 73, 74, 75, 73, 69, 60, 46, 30, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 40, 54, 65, 72, 78, 80, 78, 75, 72, 65, 51, 32, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 45, 61, 76, 86, 94, 98, 100, 98, 95, 82, 64, 39, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 32, 49, 68, 78, 85, 87, 89, 89, 85, 76, 61, 38, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 55, 72, 85, 94, 97, 95, 86, 69, 0, 0, 0, 0, 0, 0]}]","[25, 25]",67.0
148,239,Upper West Side South,ChIJCXoPsPRYwokRsV1MYnKBfaI,American Museum of Natural History,40.78132409999999,-73.9739882,"200 Central Park West, New York",4.5,20408.0,(212) 769-5100,https://www.amnh.org/,"['Monday: 10:00\u202fAM\u2009–\u20095:30\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20095:30\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20095:30\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20095:30\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20095:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20095:30\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20095:30\u202fPM']",,"['museum', 'point_of_interest']",+1 212-769-5100,https://maps.google.com/?cid=11708656934508584369,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,"0: 10:00 - 17:30, 1: 10:00 - 17:30, 2: 10:00 - 17:30, 3: 10:00 - 17:30, 4: 10:00 - 17:30, 5: 10:00 - 17:30, 6: 10:00 - 17:30",cultural,American Museum of Natural History offers a deep dive into cultural heritage and history.,,True,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 51, 62, 64, 61, 53, 42, 28, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 54, 64, 67, 64, 57, 45, 30, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 62, 73, 75, 71, 61, 48, 33, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 62, 75, 78, 75, 65, 51, 34, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 65, 78, 80, 76, 67, 54, 36, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 67, 86, 96, 100, 94, 76, 51, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 63, 79, 87, 88, 82, 67, 45, 0, 0, 0, 0, 0, 0]}]","[210, 210]",62.0
149,232,Two Bridges/Seward Park,ChIJK2PCnCpawokRFsCSeE-rENA,St. Mary's Roman Catholic Church,40.715653,-73.985078,"440 Grand Street, New York",4.5,199.0,(212) 674-3266,https://saintmarygrand.org/,"['Monday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20094:00\u202fPM', 'Sunday: 8:30\u202fAM\u2009–\u20097:00\u202fPM']",,"['church', 'place_of_worship', 'point_of_interest']",+1 212-674-3266,https://maps.google.com/?cid=14992671517330030614,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_general-71.png,"0: 09:00 - 17:00, 1: 09:00 - 17:00, 2: 09:00 - 17:00, 3: 09:00 - 17:00, 4: 09:00 - 17:00, 5: 09:00 - 16:00, 6: 08:30 - 19:00",religious,"St. Mary's Roman Catholic Church is a significant religious site, offering a peaceful and spiritual experience.",,True,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 21, 18, 16, 13, 14, 13, 9, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 18, 14, 7, 5, 7, 6, 5, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 20, 13, 8, 6, 6, 9, 9, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 21, 19, 17, 14, 11, 9, 10, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 21, 12, 13, 15, 24, 28, 28, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 16, 11, 8, 12, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 42, 73, 92, 100, 84, 67, 34, 25, 14, 11, 5, 0, 0, 0, 0, 0]}]","[None, None]",
150,232,Two Bridges/Seward Park,ChIJZ2YXqipawokRRfvUkfftKGA,Bialystoker Synagogue,40.7154991,-73.9832028,"7 Willett Street, New York",4.8,99.0,(212) 475-0165,http://www.bialystoker.org/,"['Monday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20096:00\u202fPM']",,"['synagogue', 'place_of_worship', 'point_of_interest']",+1 212-475-0165,https://maps.google.com/?cid=6929049674268867397,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_jewish-71.png,"0: 08:00 - 18:00, 1: 08:00 - 18:00, 2: 08:00 - 18:00, 3: 08:00 - 18:00, 4: 08:00 - 18:00, 5: 08:00 - 18:00, 6: 08:00 - 18:00",religious,"Bialystoker Synagogue is a significant religious site, offering a peaceful and spiritual experience.",,True,[],"[None, None]",
